kpointindex: 1 K=      0.000000     -3.627599      0.000000
   mode=  14   Re <S_r>  0.00000219 -0.00010321 -0.28549019   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.2855   Im|<S_r>|  0.0000   E_r=   9.85253022  0.00000000
   mode=  15   Re <S_r>  0.00000905 -0.00042652 -0.52529023   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5253   Im|<S_r>|  0.0000   E_r=   9.83918752 -0.00000000
   mode=  16   Re <S_r> -0.00001801  0.00084829 -0.47639872   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.4764   Im|<S_r>|  0.0000   E_r=   9.80689565  0.00000000
   mode=  17   Re <S_r>  0.00000860 -0.00040514 -0.69823840   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.6982   Im|<S_r>|  0.0000   E_r=   9.76935510  0.00000000
   mode=  18   Re <S_r>  0.00001159 -0.00054590 -0.59975135   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5998   Im|<S_r>|  0.0000   E_r=   9.73303649  0.00000000
   mode=  19   Re <S_r> -0.00001675  0.00078895  0.26734796   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.2673   Im|<S_r>|  0.0000   E_r=   9.70022650  0.00000000
   mode=  20   Re <S_r>  0.00000637 -0.00030029 -0.72676416   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.7268   Im|<S_r>|  0.0000   E_r=   9.60061120 -0.00000000
   mode=  21   Re <S_r> -0.00000888  0.00041812  0.03248977   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.0325   Im|<S_r>|  0.0000   E_r=   9.57734520  0.00000000
   mode=  22   Re <S_r>  0.00006358 -0.00299505 -0.62607308   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.6261   Im|<S_r>|  0.0000   E_r=   9.38845250 -0.00000000
   mode=  23   Re <S_r> -0.00005257  0.00247643 -0.33565110   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.3357   Im|<S_r>|  0.0000   E_r=   9.33900681 -0.00000000
   mode=  24   Re <S_r> -0.00025729  0.01212019 -0.53184828   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5320   Im|<S_r>|  0.0000   E_r=   9.32908008  0.00000000
   mode=  25   Re <S_r>  0.00024561 -0.01156990 -0.65300419   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.6531   Im|<S_r>|  0.0000   E_r=   9.31631468 -0.00000000
   mode=  26   Re <S_r>  0.00002069 -0.00097480 -0.79563543   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.7956   Im|<S_r>|  0.0000   E_r=   8.92487429 -0.00000000
   mode=  27   Re <S_r> -0.00002703  0.00127337 -0.43911305   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.4391   Im|<S_r>|  0.0000   E_r=   8.87334901  0.00000000
   mode=  28   Re <S_r> -0.00000533  0.00025118 -0.59889809   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5989   Im|<S_r>|  0.0000   E_r=   8.79203355 -0.00000000
   mode=  29   Re <S_r>  0.00002402 -0.00113145 -0.58122745   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5812   Im|<S_r>|  0.0000   E_r=   8.74599749 -0.00000000
   mode=  30   Re <S_r> -0.00009146  0.00430832 -0.38181784   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.3818   Im|<S_r>|  0.0000   E_r=   8.31260017 -0.00000000
   mode=  31   Re <S_r>  0.00008456 -0.00398335 -0.30725547   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.3073   Im|<S_r>|  0.0000   E_r=   8.30062091 -0.00000000
   mode=  32   Re <S_r> -0.00000353  0.00016627 -0.63039101   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.6304   Im|<S_r>|  0.0000   E_r=   8.22239452  0.00000000
   mode=  33   Re <S_r>  0.00000295 -0.00013902  0.00488580   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.0049   Im|<S_r>|  0.0000   E_r=   8.10344461 -0.00000000
   mode=  34   Re <S_r>  0.00000561 -0.00026444 -0.31040733   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.3104   Im|<S_r>|  0.0000   E_r=   8.00928024 -0.00000000
   mode=  35   Re <S_r> -0.00000426  0.00020051 -0.28250423   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.2825   Im|<S_r>|  0.0000   E_r=   7.95046341  0.00000000
   mode=  36   Re <S_r> -0.00000226  0.00010658 -0.56331634   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5633   Im|<S_r>|  0.0000   E_r=   7.80069831  0.00000000
   mode=  37   Re <S_r> -0.00001794  0.00084503  0.02185593   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.0219   Im|<S_r>|  0.0000   E_r=   7.71071281  0.00000000
   mode=  38   Re <S_r>  0.00000554 -0.00026110 -0.19455955   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.1946   Im|<S_r>|  0.0000   E_r=   7.70633739  0.00000000
   mode=  39   Re <S_r>  0.00001111 -0.00052335 -0.25408111   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.2541   Im|<S_r>|  0.0000   E_r=   7.41946053  0.00000000
   mode=  40   Re <S_r>  0.00000319 -0.00015010 -0.56907611   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5691   Im|<S_r>|  0.0000   E_r=   7.35542683  0.00000000
   mode=  41   Re <S_r> -0.00000131  0.00006162 -0.43115141   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.4312   Im|<S_r>|  0.0000   E_r=   7.23958777  0.00000000
   mode=  42   Re <S_r>  0.00000299 -0.00014075 -0.48808262   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.4881   Im|<S_r>|  0.0000   E_r=   6.86240314  0.00000000
